node,n,k,m,tb,dataset_id,dataset_seed,F0_size,F1_size,d,support_true,signs_true,sigma_weight,support_predicted,signs_predicted,restarts,solution_found
Twi,18,2,4,1,0,5235,1,3,3,"[0,1]","[1,1]",1,[17],[1],0,True
Sna,18,1,4,1,0,5235,1,3,3,[0],[1],1,[14],[-1],0,True
Fog,18,2,4,1,0,5235,1,3,3,"[1,2]","[1,1]",1,[5],[1],0,True
FogR,18,1,4,1,0,5235,2,2,4,[3],[1],2,"[5,17]","[1,1]",0,True
Cta,18,1,4,1,0,5235,2,2,4,[4],[1],3,"[3,10,16]","[-1,-1,-1]",0,True
GEF,18,1,4,1,0,5235,1,3,3,[5],[1],1,[13],[1],0,True
Csk,18,1,4,1,0,5235,1,3,3,[5],[1],3,"[0,1,6]","[-1,1,-1]",0,True
Src,18,1,4,1,0,5235,2,2,4,[7],[-1],2,"[6,17]","[-1,-1]",0,True
GAP,18,2,4,1,0,5235,3,1,3,"[8,9]","[1,1]",1,[12],[1],0,True
Rho,18,3,4,1,0,5235,2,2,4,"[6,9,12]","[1,-1,-1]",2,"[1,5]","[1,-1]",0,True
rock,18,1,4,1,0,5235,3,1,3,[10],[1],1,[0],[-1],0,True
GDI,18,1,4,1,0,5235,3,1,3,[13],[-1],1,[5],[-1],0,True
Moe,18,3,4,1,0,5235,3,1,3,"[11,13,14]","[1,1,-1]",2,"[4,13]","[1,1]",0,True
mlcp,18,1,4,1,0,5235,1,3,3,[11],[-1],1,[11],[-1],0,True
mlc,18,3,4,1,0,5235,3,1,3,"[11,14,15]","[1,-1,1]",2,"[4,5]","[1,1]",0,True
Actin,18,2,4,1,0,5235,2,2,4,"[13,16]","[1,1]",1,[4],[-1],0,True
Twi,18,2,4,2,1,5236,3,1,3,"[0,1]","[1,1]",1,[0],[1],0,True
Sna,18,1,4,2,1,5236,3,1,3,[0],[1],1,[0],[1],0,True
Fog,18,2,4,2,1,5236,2,2,4,"[1,2]","[1,1]",3,"[11,14,15]","[1,-1,-1]",0,True
FogR,18,1,4,2,1,5236,2,2,4,[3],[1],2,"[7,14]","[-1,-1]",0,True
Cta,18,1,4,2,1,5236,1,3,3,[4],[1],2,"[1,15]","[1,-1]",0,True
GEF,18,1,4,2,1,5236,3,1,3,[5],[1],1,[2],[1],0,True
Csk,18,1,4,2,1,5236,3,1,3,[5],[1],3,"[1,13,17]","[-1,1,1]",0,True
Src,18,1,4,2,1,5236,3,1,3,[7],[-1],2,"[0,3]","[-1,1]",0,True
GAP,18,2,4,2,1,5236,3,1,3,"[8,9]","[1,1]",1,[12],[1],0,True
Rho,18,3,4,2,1,5236,2,2,4,"[6,9,12]","[1,-1,-1]",2,"[6,9]","[1,-1]",0,True
rock,18,1,4,2,1,5236,2,2,4,[10],[1],1,[10],[1],0,True
GDI,18,1,4,2,1,5236,3,1,3,[13],[-1],2,"[3,9]","[-1,-1]",0,True
Moe,18,3,4,2,1,5236,3,1,3,"[11,13,14]","[1,1,-1]",2,"[2,3]","[-1,1]",0,True
mlcp,18,1,4,2,1,5236,3,1,3,[11],[-1],2,"[7,15]","[1,-1]",0,True
mlc,18,3,4,2,1,5236,3,1,3,"[11,14,15]","[1,-1,1]",1,[1],[1],0,True
Actin,18,2,4,2,1,5236,1,3,3,"[13,16]","[1,1]",1,[13],[1],0,True
Twi,18,2,4,3,2,5237,2,2,4,"[0,1]","[1,1]",1,[8],[1],0,True
Sna,18,1,4,3,2,5237,2,2,4,[0],[1],2,"[3,7]","[1,1]",0,True
Fog,18,2,4,3,2,5237,1,3,3,"[1,2]","[1,1]",1,[3],[-1],0,True
FogR,18,1,4,3,2,5237,3,1,3,[3],[1],2,"[10,13]","[-1,-1]",0,True
Cta,18,1,4,3,2,5237,2,2,4,[4],[1],1,[4],[1],0,True
GEF,18,1,4,3,2,5237,1,3,3,[5],[1],1,[3],[-1],0,True
Csk,18,1,4,3,2,5237,1,3,3,[5],[1],1,[5],[1],0,True
Src,18,1,4,3,2,5237,1,3,3,[7],[-1],2,"[6,14]","[1,1]",0,True
GAP,18,2,4,3,2,5237,1,3,3,"[8,9]","[1,1]",3,"[10,11,16]","[1,-1,-1]",0,True
Rho,18,3,4,3,2,5237,3,1,3,"[6,9,12]","[1,-1,-1]",1,[5],[-1],0,True
rock,18,1,4,3,2,5237,3,1,3,[10],[1],1,[1],[1],0,True
GDI,18,1,4,3,2,5237,2,2,4,[13],[-1],2,"[9,14]","[-1,-1]",0,True
Moe,18,3,4,3,2,5237,3,1,3,"[11,13,14]","[1,1,-1]",2,"[2,6]","[1,1]",0,True
mlcp,18,1,4,3,2,5237,3,1,3,[11],[-1],1,[3],[1],0,True
mlc,18,3,4,3,2,5237,2,2,4,"[11,14,15]","[1,-1,1]",2,"[5,14]","[1,-1]",0,True
Actin,18,2,4,3,2,5237,3,1,3,"[13,16]","[1,1]",1,[14],[1],0,True
Twi,18,2,4,4,3,5238,2,2,4,"[0,1]","[1,1]",2,"[1,14]","[1,1]",0,True
Sna,18,1,4,4,3,5238,2,2,4,[0],[1],2,"[1,14]","[1,1]",0,True
Fog,18,2,4,4,3,5238,2,2,4,"[1,2]","[1,1]",1,[15],[1],0,True
FogR,18,1,4,4,3,5238,2,2,4,[3],[1],1,[3],[1],0,True
Cta,18,1,4,4,3,5238,1,3,3,[4],[1],1,[4],[1],0,True
GEF,18,1,4,4,3,5238,1,3,3,[5],[1],2,"[2,12]","[1,1]",0,True
Csk,18,1,4,4,3,5238,1,3,3,[5],[1],1,[7],[1],0,True
Src,18,1,4,4,3,5238,3,1,3,[7],[-1],1,[4],[-1],0,True
GAP,18,2,4,4,3,5238,1,3,3,"[8,9]","[1,1]",2,"[12,15]","[1,1]",0,True
Rho,18,3,4,4,3,5238,3,1,3,"[6,9,12]","[1,-1,-1]",2,"[0,15]","[-1,-1]",0,True
rock,18,1,4,4,3,5238,3,1,3,[10],[1],2,"[12,17]","[1,-1]",0,True
GDI,18,1,4,4,3,5238,2,2,4,[13],[-1],3,"[4,6,17]","[1,-1,-1]",0,True
Moe,18,3,4,4,3,5238,3,1,3,"[11,13,14]","[1,1,-1]",1,[5],[-1],0,True
mlcp,18,1,4,4,3,5238,3,1,3,[11],[-1],2,"[0,13]","[-1,-1]",0,True
mlc,18,3,4,4,3,5238,3,1,3,"[11,14,15]","[1,-1,1]",2,"[11,13]","[1,-1]",0,True
Actin,18,2,4,4,3,5238,2,2,4,"[13,16]","[1,1]",1,[13],[1],0,True
Twi,18,2,4,5,4,5239,1,3,3,"[0,1]","[1,1]",2,"[10,14]","[1,-1]",0,True
Sna,18,1,4,5,4,5239,2,2,4,[0],[1],3,"[5,11,14]","[1,-1,1]",0,True
Fog,18,2,4,5,4,5239,2,2,4,"[1,2]","[1,1]",1,[13],[1],0,True
FogR,18,1,4,5,4,5239,1,3,3,[3],[1],2,"[12,13]","[1,1]",0,True
Cta,18,1,4,5,4,5239,3,1,3,[4],[1],2,"[9,10]","[1,-1]",0,True
GEF,18,1,4,5,4,5239,1,3,3,[5],[1],2,"[1,15]","[1,-1]",0,True
Csk,18,1,4,5,4,5239,1,3,3,[5],[1],1,[12],[-1],0,True
Src,18,1,4,5,4,5239,1,3,3,[7],[-1],1,[15],[1],0,True
GAP,18,2,4,5,4,5239,1,3,3,"[8,9]","[1,1]",1,[12],[-1],0,True
Rho,18,3,4,5,4,5239,3,1,3,"[6,9,12]","[1,-1,-1]",2,"[6,10]","[1,1]",0,True
rock,18,1,4,5,4,5239,2,2,4,[10],[1],3,"[1,9,15]","[1,-1,-1]",0,True
GDI,18,1,4,5,4,5239,2,2,4,[13],[-1],1,[1],[-1],0,True
Moe,18,3,4,5,4,5239,3,1,3,"[11,13,14]","[1,1,-1]",1,[4],[1],0,True
mlcp,18,1,4,5,4,5239,3,1,3,[11],[-1],2,"[0,15]","[1,1]",0,True
mlc,18,3,4,5,4,5239,3,1,3,"[11,14,15]","[1,-1,1]",2,"[8,16]","[-1,1]",0,True
Actin,18,2,4,5,4,5239,2,2,4,"[13,16]","[1,1]",1,[14],[-1],0,True
Twi,18,2,4,6,5,5240,1,3,3,"[0,1]","[1,1]",2,"[0,13]","[1,-1]",0,True
Sna,18,1,4,6,5,5240,2,2,4,[0],[1],2,"[4,12]","[-1,-1]",0,True
Fog,18,2,4,6,5,5240,2,2,4,"[1,2]","[1,1]",3,"[5,6,12]","[1,1,1]",0,True
FogR,18,1,4,6,5,5240,2,2,4,[3],[1],3,"[1,5,11]","[-1,1,1]",0,True
Cta,18,1,4,6,5,5240,1,3,3,[4],[1],1,[4],[1],0,True
GEF,18,1,4,6,5,5240,3,1,3,[5],[1],2,"[6,17]","[-1,1]",0,True
Csk,18,1,4,6,5,5240,3,1,3,[5],[1],2,"[9,16]","[1,-1]",0,True
Src,18,1,4,6,5,5240,1,3,3,[7],[-1],2,"[1,6]","[-1,1]",0,True
GAP,18,2,4,6,5,5240,1,3,3,"[8,9]","[1,1]",1,[9],[1],0,True
Rho,18,3,4,6,5,5240,3,1,3,"[6,9,12]","[1,-1,-1]",2,"[8,11]","[-1,-1]",0,True
rock,18,1,4,6,5,5240,3,1,3,[10],[1],2,"[2,16]","[-1,1]",0,True
GDI,18,1,4,6,5,5240,2,2,4,[13],[-1],1,[16],[-1],0,True
Moe,18,3,4,6,5,5240,2,2,4,"[11,13,14]","[1,1,-1]",1,[11],[1],0,True
mlcp,18,1,4,6,5,5240,2,2,4,[11],[-1],2,"[7,12]","[1,-1]",0,True
mlc,18,3,4,6,5,5240,2,2,4,"[11,14,15]","[1,-1,1]",1,[11],[1],0,True
Actin,18,2,4,6,5,5240,2,2,4,"[13,16]","[1,1]",1,[13],[1],0,True
Twi,18,2,4,7,6,5241,1,3,3,"[0,1]","[1,1]",2,"[9,13]","[1,1]",0,True
Sna,18,1,4,7,6,5241,2,2,4,[0],[1],1,[2],[1],0,True
Fog,18,2,4,7,6,5241,1,3,3,"[1,2]","[1,1]",2,"[0,10]","[1,-1]",0,True
FogR,18,1,4,7,6,5241,3,1,3,[3],[1],1,[4],[1],0,True
Cta,18,1,4,7,6,5241,3,1,3,[4],[1],3,"[6,7,10]","[1,1,1]",0,True
GEF,18,1,4,7,6,5241,1,3,3,[5],[1],1,[15],[1],0,True
Csk,18,1,4,7,6,5241,1,3,3,[5],[1],2,"[11,13]","[-1,1]",0,True
Src,18,1,4,7,6,5241,3,1,3,[7],[-1],2,"[12,17]","[1,1]",0,True
GAP,18,2,4,7,6,5241,2,2,4,"[8,9]","[1,1]",1,[9],[1],0,True
Rho,18,3,4,7,6,5241,3,1,3,"[6,9,12]","[1,-1,-1]",1,[4],[1],0,True
rock,18,1,4,7,6,5241,1,3,3,[10],[1],2,"[0,1]","[1,-1]",0,True
GDI,18,1,4,7,6,5241,1,3,3,[13],[-1],1,[13],[-1],0,True
Moe,18,3,4,7,6,5241,3,1,3,"[11,13,14]","[1,1,-1]",1,[13],[1],0,True
mlcp,18,1,4,7,6,5241,2,2,4,[11],[-1],1,[0],[-1],0,True
mlc,18,3,4,7,6,5241,3,1,3,"[11,14,15]","[1,-1,1]",2,"[6,11]","[1,1]",0,True
Actin,18,2,4,7,6,5241,3,1,3,"[13,16]","[1,1]",2,"[2,6]","[1,1]",0,True
Twi,18,2,4,8,7,5242,2,2,4,"[0,1]","[1,1]",1,[0],[1],0,True
Sna,18,1,4,8,7,5242,2,2,4,[0],[1],1,[1],[1],0,True
Fog,18,2,4,8,7,5242,2,2,4,"[1,2]","[1,1]",1,[16],[1],0,True
FogR,18,1,4,8,7,5242,2,2,4,[3],[1],2,"[4,5]","[-1,1]",0,True
Cta,18,1,4,8,7,5242,1,3,3,[4],[1],2,"[10,16]","[-1,-1]",0,True
GEF,18,1,4,8,7,5242,3,1,3,[5],[1],2,"[13,14]","[1,1]",0,True
Csk,18,1,4,8,7,5242,3,1,3,[5],[1],1,[9],[1],0,True
Src,18,1,4,8,7,5242,3,1,3,[7],[-1],1,[4],[-1],0,True
GAP,18,2,4,8,7,5242,3,1,3,"[8,9]","[1,1]",2,"[12,16]","[1,-1]",0,True
Rho,18,3,4,8,7,5242,3,1,3,"[6,9,12]","[1,-1,-1]",2,"[0,13]","[1,-1]",0,True
rock,18,1,4,8,7,5242,1,3,3,[10],[1],2,"[1,7]","[-1,-1]",0,True
GDI,18,1,4,8,7,5242,2,2,4,[13],[-1],2,"[10,17]","[-1,1]",0,True
Moe,18,3,4,8,7,5242,3,1,3,"[11,13,14]","[1,1,-1]",1,[7],[-1],0,True
mlcp,18,1,4,8,7,5242,3,1,3,[11],[-1],2,"[3,14]","[-1,1]",0,True
mlc,18,3,4,8,7,5242,2,2,4,"[11,14,15]","[1,-1,1]",1,[14],[-1],0,True
Actin,18,2,4,8,7,5242,3,1,3,"[13,16]","[1,1]",2,"[9,13]","[-1,1]",0,True
Twi,18,2,4,9,8,5243,2,2,4,"[0,1]","[1,1]",1,[7],[1],0,True
Sna,18,1,4,9,8,5243,3,1,3,[0],[1],1,[0],[1],0,True
Fog,18,2,4,9,8,5243,3,1,3,"[1,2]","[1,1]",1,[1],[1],0,True
FogR,18,1,4,9,8,5243,3,1,3,[3],[1],1,[3],[1],0,True
Cta,18,1,4,9,8,5243,2,2,4,[4],[1],1,[7],[1],0,True
GEF,18,1,4,9,8,5243,2,2,4,[5],[1],2,"[9,11]","[1,1]",0,True
Csk,18,1,4,9,8,5243,2,2,4,[5],[1],2,"[0,2]","[-1,-1]",0,True
Src,18,1,4,9,8,5243,2,2,4,[7],[-1],2,"[9,14]","[1,-1]",0,True
GAP,18,2,4,9,8,5243,2,2,4,"[8,9]","[1,1]",2,"[8,9]","[1,1]",0,True
Rho,18,3,4,9,8,5243,2,2,4,"[6,9,12]","[1,-1,-1]",3,"[1,13,14]","[1,1,1]",0,True
rock,18,1,4,9,8,5243,2,2,4,[10],[1],2,"[6,8]","[1,-1]",0,True
GDI,18,1,4,9,8,5243,2,2,4,[13],[-1],2,"[0,14]","[-1,1]",0,True
Moe,18,3,4,9,8,5243,3,1,3,"[11,13,14]","[1,1,-1]",1,[11],[1],0,True
mlcp,18,1,4,9,8,5243,1,3,3,[11],[-1],1,[12],[-1],0,True
mlc,18,3,4,9,8,5243,3,1,3,"[11,14,15]","[1,-1,1]",2,"[7,9]","[-1,-1]",0,True
Actin,18,2,4,9,8,5243,3,1,3,"[13,16]","[1,1]",1,[16],[1],0,True
Twi,18,2,4,10,9,5244,1,3,3,"[0,1]","[1,1]",1,[6],[1],0,True
Sna,18,1,4,10,9,5244,2,2,4,[0],[1],2,"[4,10]","[1,1]",0,True
Fog,18,2,4,10,9,5244,1,3,3,"[1,2]","[1,1]",2,"[2,15]","[1,-1]",0,True
FogR,18,1,4,10,9,5244,1,3,3,[3],[1],2,"[1,15]","[-1,-1]",0,True
Cta,18,1,4,10,9,5244,1,3,3,[4],[1],2,"[2,15]","[1,-1]",0,True
GEF,18,1,4,10,9,5244,2,2,4,[5],[1],1,[0],[-1],0,True
Csk,18,1,4,10,9,5244,2,2,4,[5],[1],1,[15],[1],0,True
Src,18,1,4,10,9,5244,2,2,4,[7],[-1],2,"[11,12]","[-1,-1]",0,True
GAP,18,2,4,10,9,5244,1,3,3,"[8,9]","[1,1]",1,[13],[-1],0,True
Rho,18,3,4,10,9,5244,2,2,4,"[6,9,12]","[1,-1,-1]",1,[14],[1],0,True
rock,18,1,4,10,9,5244,1,3,3,[10],[1],2,"[0,8]","[1,-1]",0,True
GDI,18,1,4,10,9,5244,1,3,3,[13],[-1],2,"[3,15]","[-1,-1]",0,True
Moe,18,3,4,10,9,5244,3,1,3,"[11,13,14]","[1,1,-1]",1,[4],[-1],0,True
mlcp,18,1,4,10,9,5244,1,3,3,[11],[-1],1,[13],[-1],0,True
mlc,18,3,4,10,9,5244,3,1,3,"[11,14,15]","[1,-1,1]",1,[6],[-1],0,True
Actin,18,2,4,10,9,5244,3,1,3,"[13,16]","[1,1]",2,"[7,16]","[1,1]",0,True
Twi,18,2,4,11,10,5245,1,3,3,"[0,1]","[1,1]",1,[4],[1],0,True
Sna,18,1,4,11,10,5245,1,3,3,[0],[1],2,"[9,12]","[1,1]",0,True
Fog,18,2,4,11,10,5245,1,3,3,"[1,2]","[1,1]",2,"[1,14]","[1,-1]",0,True
FogR,18,1,4,11,10,5245,3,1,3,[3],[1],3,"[10,11,15]","[1,1,1]",0,True
Cta,18,1,4,11,10,5245,1,3,3,[4],[1],1,[0],[1],0,True
GEF,18,1,4,11,10,5245,3,1,3,[5],[1],1,[16],[1],0,True
Csk,18,1,4,11,10,5245,3,1,3,[5],[1],1,[5],[1],0,True
Src,18,1,4,11,10,5245,3,1,3,[7],[-1],2,"[1,2]","[-1,1]",0,True
GAP,18,2,4,11,10,5245,2,2,4,"[8,9]","[1,1]",2,"[15,16]","[1,-1]",0,True
Rho,18,3,4,11,10,5245,3,1,3,"[6,9,12]","[1,-1,-1]",1,[15],[-1],0,True
rock,18,1,4,11,10,5245,1,3,3,[10],[1],2,"[14,16]","[1,1]",0,True
GDI,18,1,4,11,10,5245,3,1,3,[13],[-1],1,[3],[1],0,True
Moe,18,3,4,11,10,5245,3,1,3,"[11,13,14]","[1,1,-1]",1,[10],[-1],0,True
mlcp,18,1,4,11,10,5245,3,1,3,[11],[-1],1,[11],[-1],0,True
mlc,18,3,4,11,10,5245,3,1,3,"[11,14,15]","[1,-1,1]",1,[9],[1],0,True
Actin,18,2,4,11,10,5245,3,1,3,"[13,16]","[1,1]",1,[11],[-1],0,True
Twi,18,2,4,12,11,5246,1,3,3,"[0,1]","[1,1]",1,[10],[-1],0,True
Sna,18,1,4,12,11,5246,2,2,4,[0],[1],1,[11],[1],0,True
Fog,18,2,4,12,11,5246,2,2,4,"[1,2]","[1,1]",1,[1],[1],0,True
FogR,18,1,4,12,11,5246,2,2,4,[3],[1],1,[7],[1],0,True
Cta,18,1,4,12,11,5246,2,2,4,[4],[1],1,[4],[1],0,True
GEF,18,1,4,12,11,5246,3,1,3,[5],[1],2,"[4,11]","[1,1]",0,True
Csk,18,1,4,12,11,5246,3,1,3,[5],[1],2,"[3,9]","[1,-1]",0,True
Src,18,1,4,12,11,5246,2,2,4,[7],[-1],1,[0],[-1],0,True
GAP,18,2,4,12,11,5246,1,3,3,"[8,9]","[1,1]",1,[6],[-1],0,True
Rho,18,3,4,12,11,5246,3,1,3,"[6,9,12]","[1,-1,-1]",2,"[0,8]","[-1,-1]",0,True
rock,18,1,4,12,11,5246,3,1,3,[10],[1],1,[10],[1],0,True
GDI,18,1,4,12,11,5246,3,1,3,[13],[-1],2,"[3,8]","[1,-1]",0,True
Moe,18,3,4,12,11,5246,3,1,3,"[11,13,14]","[1,1,-1]",2,"[3,17]","[1,-1]",0,True
mlcp,18,1,4,12,11,5246,2,2,4,[11],[-1],2,"[6,10]","[1,1]",0,True
mlc,18,3,4,12,11,5246,2,2,4,"[11,14,15]","[1,-1,1]",1,[11],[1],0,True
Actin,18,2,4,12,11,5246,3,1,3,"[13,16]","[1,1]",1,[10],[1],0,True
Twi,18,2,4,13,12,5247,2,2,4,"[0,1]","[1,1]",3,"[7,13,17]","[1,1,-1]",0,True
Sna,18,1,4,13,12,5247,3,1,3,[0],[1],2,"[1,4]","[1,1]",0,True
Fog,18,2,4,13,12,5247,1,3,3,"[1,2]","[1,1]",1,[9],[-1],0,True
FogR,18,1,4,13,12,5247,1,3,3,[3],[1],1,[2],[1],0,True
Cta,18,1,4,13,12,5247,2,2,4,[4],[1],1,[16],[-1],0,True
GEF,18,1,4,13,12,5247,2,2,4,[5],[1],1,[5],[1],0,True
Csk,18,1,4,13,12,5247,2,2,4,[5],[1],2,"[0,9]","[1,1]",0,True
Src,18,1,4,13,12,5247,2,2,4,[7],[-1],2,"[0,14]","[1,-1]",0,True
GAP,18,2,4,13,12,5247,1,3,3,"[8,9]","[1,1]",2,"[1,17]","[-1,-1]",0,True
Rho,18,3,4,13,12,5247,2,2,4,"[6,9,12]","[1,-1,-1]",1,[7],[1],0,True
rock,18,1,4,13,12,5247,3,1,3,[10],[1],2,"[9,16]","[-1,1]",0,True
GDI,18,1,4,13,12,5247,3,1,3,[13],[-1],2,"[1,3]","[-1,1]",0,True
Moe,18,3,4,13,12,5247,3,1,3,"[11,13,14]","[1,1,-1]",2,"[6,17]","[-1,1]",0,True
mlcp,18,1,4,13,12,5247,2,2,4,[11],[-1],2,"[9,13]","[-1,1]",0,True
mlc,18,3,4,13,12,5247,3,1,3,"[11,14,15]","[1,-1,1]",1,[12],[1],0,True
Actin,18,2,4,13,12,5247,2,2,4,"[13,16]","[1,1]",1,[4],[-1],0,True
Twi,18,2,4,14,13,5248,1,3,3,"[0,1]","[1,1]",1,[17],[1],0,True
Sna,18,1,4,14,13,5248,1,3,3,[0],[1],1,[17],[1],0,True
Fog,18,2,4,14,13,5248,3,1,3,"[1,2]","[1,1]",3,"[0,11,15]","[1,-1,1]",0,True
FogR,18,1,4,14,13,5248,2,2,4,[3],[1],1,[6],[1],0,True
Cta,18,1,4,14,13,5248,2,2,4,[4],[1],1,[4],[1],0,True
GEF,18,1,4,14,13,5248,3,1,3,[5],[1],2,"[0,3]","[1,-1]",0,True
Csk,18,1,4,14,13,5248,3,1,3,[5],[1],1,[15],[-1],0,True
Src,18,1,4,14,13,5248,3,1,3,[7],[-1],3,"[1,10,12]","[-1,1,-1]",0,True
GAP,18,2,4,14,13,5248,3,1,3,"[8,9]","[1,1]",1,[8],[1],0,True
Rho,18,3,4,14,13,5248,2,2,4,"[6,9,12]","[1,-1,-1]",1,[4],[-1],0,True
rock,18,1,4,14,13,5248,1,3,3,[10],[1],1,[11],[-1],0,True
GDI,18,1,4,14,13,5248,2,2,4,[13],[-1],1,[13],[-1],0,True
Moe,18,3,4,14,13,5248,3,1,3,"[11,13,14]","[1,1,-1]",1,[10],[-1],0,True
mlcp,18,1,4,14,13,5248,1,3,3,[11],[-1],1,[11],[-1],0,True
mlc,18,3,4,14,13,5248,3,1,3,"[11,14,15]","[1,-1,1]",1,[10],[-1],0,True
Actin,18,2,4,14,13,5248,3,1,3,"[13,16]","[1,1]",1,[10],[-1],0,True
Twi,18,2,4,15,14,5249,2,2,4,"[0,1]","[1,1]",1,[1],[1],0,True
Sna,18,1,4,15,14,5249,2,2,4,[0],[1],1,[1],[1],0,True
Fog,18,2,4,15,14,5249,1,3,3,"[1,2]","[1,1]",1,[5],[1],0,True
FogR,18,1,4,15,14,5249,2,2,4,[3],[1],1,[4],[1],0,True
Cta,18,1,4,15,14,5249,2,2,4,[4],[1],1,[4],[1],0,True
GEF,18,1,4,15,14,5249,1,3,3,[5],[1],1,[5],[1],0,True
Csk,18,1,4,15,14,5249,1,3,3,[5],[1],1,[12],[-1],0,True
Src,18,1,4,15,14,5249,2,2,4,[7],[-1],1,[10],[-1],0,True
GAP,18,2,4,15,14,5249,1,3,3,"[8,9]","[1,1]",2,"[0,3]","[1,1]",0,True
Rho,18,3,4,15,14,5249,2,2,4,"[6,9,12]","[1,-1,-1]",1,[9],[-1],0,True
rock,18,1,4,15,14,5249,2,2,4,[10],[1],2,"[12,17]","[1,-1]",0,True
GDI,18,1,4,15,14,5249,2,2,4,[13],[-1],1,[8],[-1],0,True
Moe,18,3,4,15,14,5249,2,2,4,"[11,13,14]","[1,1,-1]",1,[13],[1],0,True
mlcp,18,1,4,15,14,5249,3,1,3,[11],[-1],1,[17],[-1],0,True
mlc,18,3,4,15,14,5249,2,2,4,"[11,14,15]","[1,-1,1]",1,[13],[1],0,True
Actin,18,2,4,15,14,5249,2,2,4,"[13,16]","[1,1]",1,[2],[-1],0,True
Twi,18,2,4,16,15,5250,2,2,4,"[0,1]","[1,1]",1,[1],[1],0,True
Sna,18,1,4,16,15,5250,2,2,4,[0],[1],1,[10],[1],0,True
Fog,18,2,4,16,15,5250,2,2,4,"[1,2]","[1,1]",2,"[4,13]","[1,-1]",0,True
FogR,18,1,4,16,15,5250,3,1,3,[3],[1],1,[3],[1],0,True
Cta,18,1,4,16,15,5250,3,1,3,[4],[1],1,[16],[-1],0,True
GEF,18,1,4,16,15,5250,3,1,3,[5],[1],1,[16],[-1],0,True
Csk,18,1,4,16,15,5250,3,1,3,[5],[1],1,[4],[1],0,True
Src,18,1,4,16,15,5250,2,2,4,[7],[-1],2,"[6,9]","[-1,1]",0,True
GAP,18,2,4,16,15,5250,2,2,4,"[8,9]","[1,1]",2,"[3,16]","[-1,1]",0,True
Rho,18,3,4,16,15,5250,2,2,4,"[6,9,12]","[1,-1,-1]",1,[7],[1],0,True
rock,18,1,4,16,15,5250,2,2,4,[10],[1],2,"[4,6]","[1,-1]",0,True
GDI,18,1,4,16,15,5250,3,1,3,[13],[-1],1,[6],[-1],0,True
Moe,18,3,4,16,15,5250,2,2,4,"[11,13,14]","[1,1,-1]",2,"[11,13]","[1,1]",0,True
mlcp,18,1,4,16,15,5250,3,1,3,[11],[-1],2,"[3,15]","[-1,-1]",0,True
mlc,18,3,4,16,15,5250,2,2,4,"[11,14,15]","[1,-1,1]",1,[15],[1],0,True
Actin,18,2,4,16,15,5250,2,2,4,"[13,16]","[1,1]",1,[1],[-1],0,True
Twi,18,2,4,17,16,5251,1,3,3,"[0,1]","[1,1]",1,[5],[1],0,True
Sna,18,1,4,17,16,5251,2,2,4,[0],[1],2,"[14,16]","[-1,-1]",0,True
Fog,18,2,4,17,16,5251,1,3,3,"[1,2]","[1,1]",1,[12],[-1],0,True
FogR,18,1,4,17,16,5251,1,3,3,[3],[1],1,[4],[-1],0,True
Cta,18,1,4,17,16,5251,3,1,3,[4],[1],1,[5],[-1],0,True
GEF,18,1,4,17,16,5251,1,3,3,[5],[1],2,"[0,11]","[1,-1]",0,True
Csk,18,1,4,17,16,5251,1,3,3,[5],[1],1,[17],[1],0,True
Src,18,1,4,17,16,5251,2,2,4,[7],[-1],1,[9],[1],0,True
GAP,18,2,4,17,16,5251,1,3,3,"[8,9]","[1,1]",1,[11],[1],0,True
Rho,18,3,4,17,16,5251,2,2,4,"[6,9,12]","[1,-1,-1]",2,"[5,14]","[1,1]",0,True
rock,18,1,4,17,16,5251,2,2,4,[10],[1],3,"[2,8,9]","[-1,1,1]",0,True
GDI,18,1,4,17,16,5251,3,1,3,[13],[-1],1,[13],[-1],0,True
Moe,18,3,4,17,16,5251,3,1,3,"[11,13,14]","[1,1,-1]",1,[14],[-1],0,True
mlcp,18,1,4,17,16,5251,3,1,3,[11],[-1],2,"[0,17]","[-1,1]",0,True
mlc,18,3,4,17,16,5251,3,1,3,"[11,14,15]","[1,-1,1]",2,"[9,17]","[1,1]",0,True
Actin,18,2,4,17,16,5251,2,2,4,"[13,16]","[1,1]",2,"[14,17]","[-1,-1]",0,True
Twi,18,2,4,18,17,5252,1,3,3,"[0,1]","[1,1]",2,"[0,6]","[1,-1]",0,True
Sna,18,1,4,18,17,5252,2,2,4,[0],[1],1,[10],[1],0,True
Fog,18,2,4,18,17,5252,1,3,3,"[1,2]","[1,1]",1,[13],[1],0,True
FogR,18,1,4,18,17,5252,3,1,3,[3],[1],2,"[14,16]","[-1,-1]",0,True
Cta,18,1,4,18,17,5252,1,3,3,[4],[1],2,"[10,11]","[-1,-1]",0,True
GEF,18,1,4,18,17,5252,2,2,4,[5],[1],1,[16],[1],0,True
Csk,18,1,4,18,17,5252,2,2,4,[5],[1],1,[5],[1],0,True
Src,18,1,4,18,17,5252,2,2,4,[7],[-1],1,[9],[-1],0,True
GAP,18,2,4,18,17,5252,2,2,4,"[8,9]","[1,1]",1,[6],[-1],0,True
Rho,18,3,4,18,17,5252,2,2,4,"[6,9,12]","[1,-1,-1]",1,[6],[1],0,True
rock,18,1,4,18,17,5252,2,2,4,[10],[1],1,[10],[1],0,True
