n,k,m,f_id,tb,function_seed,embedding_seed,dataset_seed,k_max_used,F0_size,F1_size,d,support_true,signs_true,antichain_masks,antichain_sets,sigma_weight,support_predicted,signs_predicted,restarts,solution_found
100,5,32,5,5,51239,5051334,506004439,10,18,14,252,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",7,"[19,25,49,52,70,91,96]","[-1,1,1,1,-1,-1,-1]",0,True
100,5,64,5,1,51239,5051334,506007635,10,49,15,735,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",10,"[0,21,48,57,58,65,67,82,83,97]","[1,-1,1,-1,-1,-1,-1,-1,-1,-1]",0,True
100,5,64,5,2,51239,5051334,506007636,10,47,17,799,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",7,"[3,5,53,57,66,77,82]","[1,1,1,-1,-1,1,1]",5,True
100,5,64,5,3,51239,5051334,506007637,10,47,17,799,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",9,"[4,13,23,27,34,35,43,77,85]","[1,-1,1,-1,1,-1,-1,1,-1]",0,True
100,5,64,5,4,51239,5051334,506007638,10,50,14,700,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",9,"[31,41,52,57,60,63,75,82,99]","[-1,-1,-1,-1,-1,1,-1,1,-1]",4,True
100,5,64,5,5,51239,5051334,506007639,10,51,13,663,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",8,"[36,38,41,46,49,55,77,79]","[-1,-1,1,1,1,-1,1,1]",5,True
10,5,16,6,1,51240,5061244,506102835,10,8,8,64,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",4,"[2,3,4,9]","[-1,-1,1,-1]",0,True
10,5,16,6,2,51240,5061244,506102836,10,6,10,60,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",4,"[0,4,5,8]","[-1,1,-1,-1]",0,True
10,5,16,6,3,51240,5061244,506102837,10,2,14,28,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",3,"[0,5,6]","[-1,1,-1]",0,True
10,5,16,6,4,51240,5061244,506102838,10,7,9,63,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",3,"[1,2,6]","[-1,-1,1]",0,True
10,5,16,6,5,51240,5061244,506102839,10,5,11,55,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",3,"[2,6,8]","[-1,-1,-1]",0,True
10,5,32,6,1,51240,5061244,506104435,10,12,20,240,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",5,"[2,3,5,7,9]","[-1,-1,1,-1,1]",0,True
10,5,32,6,2,51240,5061244,506104436,10,11,21,231,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",3,"[2,3,8]","[-1,-1,-1]",0,True
10,5,32,6,3,51240,5061244,506104437,10,7,25,175,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",4,"[0,2,3,4]","[1,-1,-1,1]",0,True
10,5,32,6,4,51240,5061244,506104438,10,12,20,240,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",2,"[2,3]","[-1,-1]",0,True
10,5,32,6,5,51240,5061244,506104439,10,12,20,240,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",3,"[2,3,8]","[-1,-1,-1]",0,True
10,5,64,6,1,51240,5061244,506107635,10,21,43,903,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",5,"[2,3,5,8,9]","[-1,-1,1,-1,-1]",0,True
10,5,64,6,2,51240,5061244,506107636,10,23,41,943,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",4,"[2,3,4,8]","[-1,-1,-1,-1]",0,True
10,5,64,6,3,51240,5061244,506107637,10,21,43,903,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",6,"[0,2,3,4,5,6]","[-1,-1,-1,1,1,1]",0,True
10,5,64,6,4,51240,5061244,506107638,10,22,42,924,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",5,"[1,2,3,5,8]","[-1,-1,-1,1,-1]",0,True
10,5,64,6,5,51240,5061244,506107639,10,24,40,960,"[5,1,3,8,2]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",5,"[1,2,3,5,8]","[-1,-1,-1,1,-1]",0,True
50,5,16,6,1,51240,5061284,506502835,10,5,11,55,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",4,"[7,17,38,44]","[-1,-1,-1,-1]",0,True
50,5,16,6,2,51240,5061284,506502836,10,5,11,55,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",5,"[9,29,34,36,46]","[-1,-1,-1,1,-1]",0,True
50,5,16,6,3,51240,5061284,506502837,10,6,10,60,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",5,"[12,30,35,44,46]","[1,1,1,-1,1]",0,True
50,5,16,6,4,51240,5061284,506502838,10,5,11,55,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",5,"[3,24,25,31,36]","[-1,-1,1,-1,-1]",0,True
50,5,16,6,5,51240,5061284,506502839,10,7,9,63,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",8,"[0,3,10,21,24,38,41,49]","[-1,1,1,-1,-1,1,-1,1]",0,True
50,5,32,6,1,51240,5061284,506504435,10,12,20,240,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",5,"[3,14,27,29,31]","[-1,-1,1,-1,-1]",0,True
50,5,32,6,2,51240,5061284,506504436,10,13,19,247,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",9,"[1,2,4,19,20,22,28,29,47]","[1,-1,-1,1,-1,-1,1,1,1]",1,True
50,5,32,6,3,51240,5061284,506504437,10,14,18,252,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",8,"[0,2,16,20,21,24,33,47]","[1,1,1,-1,1,1,-1,1]",0,True
50,5,32,6,4,51240,5061284,506504438,10,12,20,240,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",10,"[2,11,13,19,22,27,38,43,47,48]","[-1,-1,-1,-1,-1,1,1,1,-1,-1]",0,True
50,5,32,6,5,51240,5061284,506504439,10,11,21,231,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",7,"[14,15,20,28,34,43,48]","[-1,1,-1,1,1,-1,1]",0,True
50,5,64,6,1,51240,5061284,506507635,10,24,40,960,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",7,"[11,14,19,20,24,30,35]","[1,-1,-1,-1,1,-1,-1]",4,True
50,5,64,6,2,51240,5061284,506507636,10,24,40,960,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",8,"[4,8,13,14,24,35,37,41]","[-1,-1,-1,-1,1,-1,-1,-1]",10,True
50,5,64,6,3,51240,5061284,506507637,10,17,47,799,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",8,"[10,14,17,26,36,38,46,47]","[1,-1,-1,-1,1,1,1,-1]",8,True
50,5,64,6,4,51240,5061284,506507638,10,19,45,855,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",9,"[2,14,17,22,23,28,36,40,49]","[-1,-1,-1,1,1,-1,-1,-1,1]",0,True
50,5,64,6,5,51240,5061284,506507639,10,23,41,943,"[36,17,35,44,14]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",6,"[6,14,30,35,38,41]","[-1,-1,-1,-1,-1,1]",1,True
100,5,16,6,1,51240,5061334,507002835,10,6,10,60,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",7,"[9,22,27,28,30,76,97]","[-1,1,-1,-1,1,1,-1]",0,True
100,5,16,6,2,51240,5061334,507002836,10,10,6,60,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",5,"[8,37,50,53,56]","[1,-1,-1,-1,-1]",0,True
100,5,16,6,3,51240,5061334,507002837,10,5,11,55,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",6,"[28,44,47,48,64,91]","[-1,1,-1,1,1,1]",0,True
100,5,16,6,4,51240,5061334,507002838,10,8,8,64,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",4,"[43,57,69,80]","[-1,-1,-1,-1]",0,True
100,5,16,6,5,51240,5061334,507002839,10,4,12,48,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",6,"[4,9,22,61,65,89]","[1,1,-1,1,-1,-1]",0,True
100,5,32,6,1,51240,5061334,507004435,10,11,21,231,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",8,"[22,47,51,53,81,84,95,96]","[1,-1,1,-1,1,-1,-1,1]",1,True
100,5,32,6,2,51240,5061334,507004436,10,14,18,252,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",7,"[16,47,67,79,80,85,98]","[1,-1,1,1,-1,-1,1]",0,True
100,5,32,6,3,51240,5061334,507004437,10,13,19,247,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",10,"[2,3,23,25,26,40,59,69,83,94]","[-1,1,-1,-1,1,1,1,-1,-1,-1]",0,True
100,5,32,6,4,51240,5061334,507004438,10,12,20,240,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",7,"[16,30,62,64,74,78,90]","[1,-1,1,-1,-1,-1,1]",0,True
100,5,32,6,5,51240,5061334,507004439,10,6,26,156,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",8,"[6,8,23,36,46,56,87,92]","[1,1,1,-1,1,1,1,-1]",0,True
100,5,64,6,1,51240,5061334,507007635,10,22,42,924,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",8,"[0,17,26,39,55,69,80,97]","[-1,-1,-1,-1,-1,-1,-1,1]",2,True
100,5,64,6,2,51240,5061334,507007636,10,16,48,768,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",8,"[15,23,39,54,57,79,80,83]","[-1,-1,-1,-1,-1,-1,-1,-1]",3,True
100,5,64,6,3,51240,5061334,507007637,10,27,37,999,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",10,"[4,7,31,40,44,55,57,62,74,80]","[1,-1,-1,1,1,-1,-1,-1,-1,-1]",3,True
100,5,64,6,4,51240,5061334,507007638,10,19,45,855,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",5,"[9,24,80,91,98]","[-1,-1,-1,-1,-1]",47,True
100,5,64,6,5,51240,5061334,507007639,10,20,44,880,"[55,23,69,9,80]","[1,-1,-1,-1,-1]","[16,7,12]","[[4],[0,1,2],[2,3]]",9,"[6,31,35,40,44,50,55,69,80]","[1,1,-1,-1,-1,1,1,-1,-1]",7,True
10,5,16,7,1,51241,5071244,507102835,10,10,6,60,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",2,"[5,9]","[1,1]",0,True
10,5,16,7,2,51241,5071244,507102836,10,10,6,60,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",4,"[0,4,5,9]","[1,1,1,1]",0,True
10,5,16,7,3,51241,5071244,507102837,10,10,6,60,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",6,"[1,3,4,6,7,9]","[1,-1,1,-1,1,1]",0,True
10,5,16,7,4,51241,5071244,507102838,10,9,7,63,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",4,"[3,4,5,6]","[-1,1,1,-1]",0,True
10,5,16,7,5,51241,5071244,507102839,10,11,5,55,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",3,"[0,5,9]","[1,1,1]",0,True
10,5,32,7,1,51241,5071244,507104435,10,16,16,256,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",6,"[0,1,2,4,5,9]","[1,1,-1,1,1,1]",0,True
10,5,32,7,2,51241,5071244,507104436,10,20,12,240,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",6,"[0,2,3,4,5,8]","[1,1,-1,1,1,1]",0,True
10,5,32,7,3,51241,5071244,507104437,10,20,12,240,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[0,4,5,6,9]","[1,1,1,-1,1]",0,True
10,5,32,7,4,51241,5071244,507104438,10,13,19,247,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",4,"[0,4,5,9]","[1,1,1,1]",0,True
10,5,32,7,5,51241,5071244,507104439,10,18,14,252,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",4,"[0,5,8,9]","[1,1,-1,1]",0,True
10,5,64,7,1,51241,5071244,507107635,10,44,20,880,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[0,4,5,6,9]","[1,1,1,-1,1]",0,True
10,5,64,7,2,51241,5071244,507107636,10,40,24,960,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[0,4,5,6,9]","[1,1,1,-1,1]",0,True
10,5,64,7,3,51241,5071244,507107637,10,38,26,988,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[0,4,5,6,9]","[1,1,1,-1,1]",0,True
10,5,64,7,4,51241,5071244,507107638,10,41,23,943,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[0,4,5,6,9]","[1,1,1,-1,1]",0,True
10,5,64,7,5,51241,5071244,507107639,10,42,22,924,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[0,4,5,6,9]","[1,1,1,-1,1]",0,True
50,5,16,7,1,51241,5071284,507502835,10,9,7,63,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[11,16,20,35,37]","[-1,1,-1,-1,-1]",0,True
50,5,16,7,2,51241,5071284,507502836,10,11,5,55,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",6,"[0,5,11,34,47,49]","[-1,1,1,1,1,1]",0,True
50,5,16,7,3,51241,5071284,507502837,10,14,2,28,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",4,"[4,5,8,31]","[-1,-1,-1,1]",0,True
50,5,16,7,4,51241,5071284,507502838,10,13,3,39,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[4,12,15,22,45]","[1,1,-1,-1,1]",0,True
50,5,16,7,5,51241,5071284,507502839,10,12,4,48,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[3,5,9,14,30]","[1,-1,1,-1,-1]",0,True
50,5,32,7,1,51241,5071284,507504435,10,18,14,252,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",10,"[7,16,18,27,29,35,36,45,47,49]","[1,1,1,1,-1,1,-1,-1,1,1]",0,True
50,5,32,7,2,51241,5071284,507504436,10,21,11,231,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",7,"[5,20,27,34,39,43,46]","[-1,1,1,-1,-1,-1,-1]",0,True
50,5,32,7,3,51241,5071284,507504437,10,20,12,240,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",7,"[1,2,3,19,21,33,39]","[-1,-1,1,-1,-1,1,-1]",0,True
50,5,32,7,4,51241,5071284,507504438,10,24,8,192,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",7,"[4,12,14,26,33,34,44]","[-1,1,1,-1,1,1,-1]",0,True
50,5,32,7,5,51241,5071284,507504439,10,19,13,247,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",7,"[3,6,11,19,29,34,39]","[1,1,1,-1,1,-1,-1]",1,True
50,5,64,7,1,51241,5071284,507507635,10,39,25,975,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",7,"[3,4,6,8,18,34,48]","[1,-1,1,-1,-1,-1,1]",22,True
50,5,64,7,2,51241,5071284,507507636,10,37,27,999,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",8,"[3,5,6,22,25,29,37,38]","[1,1,1,1,1,-1,1,1]",2,True
50,5,64,7,3,51241,5071284,507507637,10,44,20,880,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",10,"[0,1,3,11,13,18,25,26,30,48]","[-1,1,1,1,-1,1,1,-1,1,1]",6,True
50,5,64,7,4,51241,5071284,507507638,10,43,21,903,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",8,"[2,3,6,11,20,28,31,42]","[1,1,1,1,-1,-1,1,-1]",11,True
50,5,64,7,5,51241,5071284,507507639,10,41,23,943,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",6,"[3,6,29,30,39,48]","[1,1,-1,1,-1,1]",5,True
100,5,16,7,1,51241,5071334,508002835,10,10,6,60,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",7,"[2,6,12,22,61,65,99]","[1,-1,-1,-1,1,1,-1]",0,True
100,5,16,7,2,51241,5071334,508002836,10,9,7,63,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",6,"[26,33,36,48,73,89]","[-1,-1,-1,1,1,1]",0,True
100,5,16,7,3,51241,5071334,508002837,10,8,8,64,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",7,"[14,41,52,67,76,84,95]","[-1,1,1,-1,1,1,1]",0,True
100,5,16,7,4,51241,5071334,508002838,10,10,6,60,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[32,43,71,86,98]","[-1,1,1,1,1]",0,True
100,5,16,7,5,51241,5071334,508002839,10,11,5,55,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[13,73,78,88,97]","[-1,-1,-1,-1,1]",0,True
100,5,32,7,1,51241,5071334,508004435,10,19,13,247,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",8,"[11,13,25,32,36,42,65,69]","[-1,1,-1,-1,1,-1,-1,-1]",0,True
100,5,32,7,2,51241,5071334,508004436,10,27,5,135,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",7,"[2,11,17,35,60,84,94]","[-1,-1,1,-1,1,1,-1]",0,True
100,5,32,7,3,51241,5071334,508004437,10,16,16,256,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",9,"[33,37,46,58,60,61,76,81,93]","[-1,-1,1,1,1,1,1,-1,1]",0,True
100,5,32,7,4,51241,5071334,508004438,10,21,11,231,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",9,"[4,16,33,50,60,72,75,89,93]","[-1,1,-1,1,-1,-1,1,-1,1]",1,True
100,5,32,7,5,51241,5071334,508004439,10,18,14,252,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",9,"[2,5,15,46,69,74,81,82,84]","[1,-1,-1,-1,1,-1,-1,-1,-1]",0,True
100,5,64,7,1,51241,5071334,508007635,10,44,20,880,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",10,"[4,17,19,24,29,37,54,65,75,84]","[-1,-1,1,1,1,1,1,1,-1,-1]",11,True
100,5,64,7,2,51241,5071334,508007636,10,42,22,924,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",6,"[7,24,27,57,83,86]","[1,1,-1,1,1,1]",73,True
100,5,64,7,3,51241,5071334,508007637,10,38,26,988,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",9,"[2,6,12,22,24,30,36,69,99]","[1,-1,-1,1,1,-1,1,-1,-1]",39,True
100,5,64,7,4,51241,5071334,508007638,10,43,21,903,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",9,"[24,38,39,44,51,52,66,80,86]","[1,1,-1,-1,1,1,-1,1,1]",99,True
100,5,64,7,5,51241,5071334,508007639,10,43,21,903,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",9,"[0,4,39,54,60,66,85,86,87]","[1,-1,1,1,-1,1,-1,1,1]",19,True
10,5,16,8,1,51242,5081244,508102835,10,7,9,63,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",2,"[5,7]","[-1,-1]",0,True
10,5,16,8,2,51242,5081244,508102836,10,3,13,39,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",3,"[3,4,8]","[1,-1,1]",0,True
10,5,16,8,3,51242,5081244,508102837,10,10,6,60,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",1,[5],[-1],0,True
10,5,16,8,4,51242,5081244,508102838,10,7,9,63,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",3,"[4,5,6]","[-1,-1,1]",0,True
10,5,16,8,5,51242,5081244,508102839,10,3,13,39,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",3,"[0,1,5]","[-1,1,-1]",0,True
10,5,32,8,1,51242,5081244,508104435,10,17,15,255,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",5,"[2,3,4,5,6]","[-1,1,-1,-1,1]",0,True
10,5,32,8,2,51242,5081244,508104436,10,17,15,255,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",6,"[1,3,5,6,8,9]","[-1,1,-1,1,1,-1]",0,True
10,5,32,8,3,51242,5081244,508104437,10,17,15,255,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",4,"[0,3,4,5]","[1,1,-1,-1]",0,True
10,5,32,8,4,51242,5081244,508104438,10,10,22,220,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",6,"[0,1,3,4,5,9]","[-1,1,1,-1,-1,1]",0,True
10,5,32,8,5,51242,5081244,508104439,10,10,22,220,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",5,"[1,3,4,5,7]","[1,1,-1,-1,-1]",0,True
10,5,64,8,1,51242,5081244,508107635,10,28,36,1008,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",5,"[3,4,5,6,7]","[1,-1,-1,1,-1]",0,True
10,5,64,8,2,51242,5081244,508107636,10,28,36,1008,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",7,"[0,1,2,3,4,5,7]","[-1,1,1,1,-1,-1,-1]",0,True
10,5,64,8,3,51242,5081244,508107637,10,26,38,988,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",5,"[3,4,5,6,7]","[1,-1,-1,1,-1]",0,True
